call_id,call_start_dt,answer_wait,talk_time,group_name,systemSource,cell
4201469,4/30/2018 12:32,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201457,4/30/2018 12:30,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201456,4/30/2018 12:29,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201454,4/30/2018 12:28,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201425,4/30/2018 12:17,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201421,4/30/2018 12:15,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201377,4/30/2018 11:56,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201368,4/30/2018 11:54,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201355,4/30/2018 11:50,54,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201329,4/30/2018 11:43,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201322,4/30/2018 11:39,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201280,4/30/2018 11:20,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201264,4/30/2018 11:17,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201259,4/30/2018 11:15,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201252,4/30/2018 11:13,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201217,4/30/2018 11:00,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201182,4/30/2018 10:49,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201175,4/30/2018 10:45,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201172,4/30/2018 10:44,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201165,4/30/2018 10:42,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201135,4/30/2018 10:31,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201127,4/30/2018 10:28,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201102,4/30/2018 10:19,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201100,4/30/2018 10:19,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201079,4/30/2018 10:13,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201078,4/30/2018 10:13,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201061,4/30/2018 10:08,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201031,4/30/2018 9:55,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201014,4/30/2018 9:48,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4201011,4/30/2018 9:48,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200950,4/30/2018 9:18,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200928,4/30/2018 9:06,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200909,4/30/2018 8:55,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200897,4/30/2018 8:48,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200888,4/30/2018 8:45,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200887,4/30/2018 8:43,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200876,4/30/2018 8:38,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200872,4/30/2018 8:37,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200869,4/30/2018 8:35,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200853,4/30/2018 8:26,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200842,4/30/2018 8:21,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200830,4/30/2018 8:14,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200825,4/30/2018 8:13,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200814,4/30/2018 8:06,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200804,4/30/2018 8:00,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
